,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,IsPUD,IsNearNegativeCondition,IsNearPositiveCondition,NumFloors,Collapse_MSSubClass,Combine_BathroomsBsmt,Combine_BathroomsAbvGrd,AllBathrooms,Combine_Age,IsRenovated,LogSalePrice
706,533253030,1235,214000,Dwelling_120,RL,74,3760,2,0,3,Lvl,4,CulDSac,3,Greens,Norm,Norm,Twnhs,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,3,CBlock,4,3,4,6,1009,2,182,44,1235,GasA,4,Y,SBrkr,1235,0,0,1,0,1,0,1,1,3,4,8,3,3,Attchd,1980,Fin,2,484,3,3,3,133,78,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2006,WD ,Normal,TRUE,FALSE,FALSE,1,Traditional,1,1,2,26,FALSE,12.27373129
707,923228250,1092,75000,Dwelling_160,RM,21,2001,2,0,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,BrkFace,80,3,3,CBlock,3,3,1,1,0,1,0,546,546,GasA,2,Y,SBrkr,546,546,0,0,0,1,1,3,1,3,6,8,0,0,Attchd,1970,Unf,1,286,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2007,WD ,Normal,TRUE,FALSE,FALSE,2,Traditional,0,1.5,1.5,37,FALSE,11.22524339
708,534128100,1395,162000,Dwelling_60,RL,74,12936,2,0,3,Lvl,4,CulDSac,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,4,1,4,593,1,0,130,723,GasA,3,Y,SBrkr,735,660,0,0,1,1,1,3,1,3,6,8,1,3,Attchd,1972,Unf,2,497,3,3,3,294,116,0,0,0,0,0,NoFence,NoMisc,0,December,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0.5,1.5,2,37,FALSE,11.99535161
709,908103090,1088,110000,Dwelling_20,RL,67,8308,2,0,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20,3,4,CBlock,3,3,1,4,132,2,841,115,1088,GasA,3,Y,SBrkr,1088,0,0,0,0,1,0,2,1,3,4,8,0,0,Detchd,2002,Unf,2,520,3,3,2,0,0,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2007,COD,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,44,FALSE,11.60823564
710,531369010,1812,193000,Dwelling_60,RL,96,10628,2,0,3,Lvl,4,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,4,1,0,1,0,835,835,GasA,5,Y,SBrkr,871,941,0,0,0,2,1,3,1,4,8,8,0,0,BuiltIn,2004,RFn,2,478,3,3,3,146,91,0,0,0,0,0,NoFence,NoMisc,0,January,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,5,FALSE,12.17044547
711,535426350,1081,148000,Dwelling_20,RL,74,12929,2,0,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276,3,3,CBlock,3,3,4,6,697,1,0,384,1081,GasA,3,Y,SBrkr,1081,0,0,1,0,1,0,3,1,3,5,8,0,0,CarPort,1960,Unf,1,401,3,3,3,36,82,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,15,TRUE,11.90496755
712,527210050,2473,356383,Dwelling_60,RL,63,12292,2,0,3,HLS,4,CulDSac,3,StoneBr,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,184,4,3,PConc,5,4,4,6,205,1,0,889,1094,GasA,5,Y,SBrkr,1102,1371,0,0,0,2,1,4,1,4,11,8,1,4,BuiltIn,2006,Fin,3,675,3,3,3,246,39,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2006,New,Partial,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,0,FALSE,12.78376127
713,923225190,1304,104500,Dwelling_160,RM,41,2665,2,0,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,PConc,4,3,2,1,0,1,0,264,264,GasA,3,Y,SBrkr,616,688,0,0,0,1,1,3,1,3,5,8,1,3,BuiltIn,1977,RFn,1,336,3,3,3,141,0,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2006,WD ,Normal,TRUE,FALSE,FALSE,2,Traditional,0,1.5,1.5,29,FALSE,11.55694235
714,923228210,1092,79500,Dwelling_160,RM,21,1526,2,0,4,Lvl,4,Inside,3,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,1,1,0,1,0,546,546,GasA,3,Y,SBrkr,546,546,0,0,0,1,1,3,1,3,5,8,0,0,NoGarage,1970,NoGarage,0,0,0,0,3,0,34,0,0,0,0,0,GdPrv,NoMisc,0,June,Yr_2006,WD ,Normal,TRUE,FALSE,FALSE,2,Traditional,0,1.5,1.5,36,FALSE,11.2835123
715,902401090,1248,93500,Dwelling_90,RM,33,5976,2,0,4,Lvl,4,Inside,3,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,PConc,3,3,1,1,0,1,0,624,624,GasA,4,N,FuseA,624,624,0,0,0,2,0,2,2,3,8,8,0,0,NoGarage,1920,NoGarage,0,0,0,0,1,0,130,256,0,0,0,0,NoFence,NoMisc,0,December,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,2,Duplex,0,2,2,56,TRUE,11.44571672
716,528174080,1364,185850,Dwelling_120,RL,43,7052,2,0,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,4,3,PConc,4,3,3,6,659,1,0,705,1364,GasA,5,Y,SBrkr,1364,0,0,1,0,2,0,2,1,4,6,8,1,4,Attchd,2005,RFn,2,484,3,3,3,192,36,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2006,WD ,Normal,TRUE,FALSE,FALSE,1,Traditional,1,2,3,1,FALSE,12.13269518
717,910200040,1517,115000,Dwelling_50,RM,85,8500,2,0,4,Lvl,4,Corner,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,1,1,0,1,0,793,793,GasW,3,N,FuseF,997,520,0,0,0,2,0,3,1,2,7,8,0,0,NoGarage,1919,NoGarage,0,0,0,0,1,0,0,144,0,0,0,0,NoFence,NoMisc,0,August,Yr_2007,WD ,Normal,FALSE,TRUE,FALSE,1.5,Traditional,0,2,2,2,TRUE,11.65268741
718,528294060,1651,185900,Dwelling_60,RL,77,8390,2,0,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,4,3,1,1,0,1,0,831,831,GasA,5,Y,SBrkr,873,778,0,0,0,2,1,3,1,3,7,8,1,3,BuiltIn,1999,Fin,2,450,3,3,3,0,103,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,9,FALSE,12.13296417
719,902128150,1436,155000,Dwelling_190,RM,60,10800,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,4,590,1,0,294,884,GasA,3,Y,SBrkr,884,552,0,0,0,2,0,3,2,3,8,8,2,4,Detchd,1940,Unf,2,828,3,3,3,0,0,126,0,0,0,0,NoFence,NoMisc,0,May,Yr_2008,Con,Normal,FALSE,FALSE,FALSE,2,Duplex,0,2,2,58,TRUE,11.9511804
720,535451010,910,116000,Dwelling_20,RL,74,8892,2,0,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0,4,3,Stone,3,3,3,1,0,1,0,105,105,GasA,4,Y,SBrkr,910,0,0,0,0,1,0,3,1,4,5,8,0,0,Attchd,1953,Unf,2,414,3,3,3,196,0,150,0,0,0,0,GdWo,NoMisc,0,October,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,12,TRUE,11.66134547
721,533221060,1573,177000,Dwelling_160,FV,24,2117,2,0,4,Lvl,4,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216,4,3,PConc,4,3,1,6,417,1,0,339,756,GasA,5,Y,SBrkr,769,804,0,0,0,2,1,3,1,4,4,8,0,0,Detchd,2000,Unf,2,440,3,3,3,0,32,0,0,0,0,0,NoFence,NoMisc,0,September,Yr_2007,WD ,Normal,TRUE,FALSE,FALSE,2,Traditional,0,2.5,2.5,7,FALSE,12.08390501
722,535175050,1215,155000,Dwelling_20,RL,66,12400,2,0,3,Lvl,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176,3,3,CBlock,3,2,1,3,585,1,0,630,1215,GasA,3,Y,FuseA,1215,0,0,0,0,1,0,3,1,3,6,8,0,0,Attchd,1958,Unf,1,297,3,3,3,0,0,0,0,234,0,0,NoFence,NoMisc,0,June,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,11,TRUE,11.9511804
723,909451100,1229,137000,Dwelling_160,RM,24,1488,2,0,4,Lvl,4,Inside,3,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,4,3,2,5,471,1,0,90,561,GasA,3,Y,SBrkr,561,668,0,1,0,1,1,2,1,4,5,8,1,3,Attchd,1980,Fin,2,462,3,3,3,176,0,0,0,0,0,0,GdPrv,NoMisc,0,October,Yr_2009,WD ,Normal,TRUE,FALSE,FALSE,2,Traditional,1,1.5,2.5,17,TRUE,11.8277362
724,905104210,912,125000,Dwelling_20,RL,70,8521,2,0,4,Lvl,4,FR2,3,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,1,5,842,1,0,70,912,GasA,3,Y,SBrkr,912,0,0,0,0,1,0,3,1,3,5,8,1,2,Detchd,1974,Unf,1,336,3,3,3,0,0,0,0,0,0,0,MnPrv,NoMisc,0,May,Yr_2010,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,43,FALSE,11.73606902
725,907275080,1592,228000,Dwelling_20,RL,73,11927,2,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,1994,1995,Hip,CompShg,HdBoard,HdBoard,BrkFace,519,4,3,PConc,4,3,4,4,408,6,465,683,1556,GasA,5,Y,SBrkr,1592,0,0,0,0,2,0,3,1,4,7,8,1,3,Attchd,1994,Fin,2,484,3,3,3,120,35,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,2,2,12,TRUE,12.33710091
726,907285080,1908,210000,Dwelling_60,RL,70,8750,2,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,4,4,PConc,4,3,1,6,642,1,0,273,915,GasA,5,Y,SBrkr,933,975,0,1,0,2,1,4,1,4,8,8,1,3,Attchd,1994,Unf,2,493,3,3,3,144,133,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,1,2.5,3.5,13,TRUE,12.25486281
727,907285050,1716,191000,Dwelling_60,RL,70,8750,2,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,880,880,GasA,5,Y,SBrkr,909,807,0,0,0,2,1,2,1,4,7,8,1,3,Attchd,1996,RFn,2,512,3,3,3,0,120,0,0,0,0,0,NoFence,NoMisc,0,July,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,13,FALSE,12.16002871
728,528118040,2758,418000,Dwelling_60,RL,118,13654,2,0,3,Lvl,4,CulDSac,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,365,4,3,PConc,5,3,4,1,0,1,0,1704,1704,GasA,5,Y,SBrkr,1722,1036,0,0,0,2,1,4,1,5,9,8,1,5,BuiltIn,2005,Fin,3,814,3,3,3,282,55,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,1,TRUE,12.94323671
729,907255050,1787,275000,Dwelling_20,RL,67,14781,2,0,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178,4,3,PConc,4,3,4,1,0,1,0,1753,1753,GasA,5,Y,SBrkr,1787,0,0,0,0,2,0,3,1,4,7,8,1,3,Attchd,2001,RFn,3,748,3,3,3,198,150,0,0,0,0,0,NoFence,NoMisc,0,August,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,2,2,4,TRUE,12.52452638
730,905105190,899,130000,Dwelling_20,RL,65,7800,2,0,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89,3,3,PConc,3,3,1,5,450,1,0,414,864,GasA,5,Y,SBrkr,899,0,0,0,0,1,0,3,1,4,5,8,0,0,Attchd,1967,Fin,1,288,3,3,3,64,0,0,0,0,0,0,MnPrv,NoMisc,0,June,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,5,TRUE,11.77528973
731,923201100,1008,139500,Dwelling_20,RL,75,12518,2,0,3,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182,3,3,CBlock,3,3,1,5,532,1,0,476,1008,GasA,4,Y,SBrkr,1008,0,0,0,0,1,0,3,1,4,6,8,0,0,Attchd,1968,Unf,1,384,3,3,3,144,0,0,0,0,0,0,MnPrv,NoMisc,0,April,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,41,FALSE,11.84581988
732,528120030,1743,335000,Dwelling_20,RL,87,10367,2,0,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284,5,3,PConc,5,3,2,6,1015,1,0,724,1739,GasA,5,Y,SBrkr,1743,0,0,1,0,2,0,3,1,5,8,8,1,4,Attchd,2008,RFn,3,927,3,3,3,168,45,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2009,ConLI,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,1,FALSE,12.72188581
733,907135170,990,138000,Dwelling_20,RL,60,8072,2,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,PConc,4,4,1,5,746,1,0,244,990,GasA,5,Y,SBrkr,990,0,0,1,0,1,0,3,1,3,5,8,0,0,Detchd,2000,Unf,2,480,3,3,3,0,64,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,14,TRUE,11.83500896
734,535478010,999,134500,Dwelling_85,RL,69,10205,2,0,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,3,4,784,1,0,141,925,GasA,3,Y,SBrkr,999,0,0,1,0,1,0,3,1,3,6,8,0,0,Attchd,1962,Unf,1,300,3,3,3,150,72,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1.5,Split,1,1,2,44,FALSE,11.80931948
735,535180120,1104,133000,Dwelling_20,RL,75,10425,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1958,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,3,774,1,0,330,1104,GasA,4,Y,SBrkr,1104,0,0,1,0,1,0,3,1,3,5,8,0,0,Attchd,1956,RFn,1,384,3,3,3,0,0,0,0,0,0,0,NoFence,NoMisc,0,April,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,50,TRUE,11.79810441
736,534426110,1041,124500,Dwelling_20,RL,80,9600,2,0,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132,3,3,CBlock,3,3,1,5,991,1,0,50,1041,GasA,5,Y,SBrkr,1041,0,0,1,0,1,0,3,1,3,6,8,0,0,Attchd,1959,RFn,1,270,3,3,3,224,88,0,0,0,0,0,MnPrv,NoMisc,0,July,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,1,2,50,FALSE,11.73206099
737,535403150,1194,159500,Dwelling_20,RL,79,8910,2,0,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,2,5,655,1,0,0,655,GasA,5,Y,SBrkr,1194,0,0,0,1,1,0,3,1,3,6,8,1,2,BuiltIn,1954,Fin,2,539,3,3,3,0,0,192,0,0,0,0,NoFence,NoMisc,0,July,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0.5,1,1.5,47,FALSE,11.9797992
738,531376010,1640,173000,Dwelling_60,RL,65,8366,2,0,3,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,798,798,GasA,5,Y,SBrkr,798,842,0,0,0,2,1,3,1,4,6,8,0,0,Attchd,2004,RFn,2,520,3,3,3,138,45,0,0,0,0,0,NoFence,NoMisc,0,December,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,4,FALSE,12.06104687
739,911102170,1317,40000,Dwelling_70,C (all),50,8500,2,2,4,Lvl,4,Inside,3,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0,3,2,BrkTil,3,3,1,1,0,1,0,649,649,GasA,3,N,SBrkr,649,668,0,0,0,1,0,3,1,3,6,8,0,0,Detchd,1920,Unf,1,250,3,2,1,0,54,172,0,0,0,0,MnPrv,NoMisc,0,July,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,1,1,58,TRUE,10.59663473
740,905475520,943,80000,Dwelling_30,RL,74,11515,2,0,3,Lvl,4,CulDSac,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1994,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,N,SBrkr,943,0,0,0,0,1,0,3,1,4,5,6,0,0,Detchd,1958,Unf,1,308,3,3,1,0,0,60,0,0,0,0,NoFence,NoMisc,0,August,Yr_2007,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,1,1,13,TRUE,11.28978191
741,907175030,1525,235000,Dwelling_20,RL,70,9100,2,0,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244,4,3,PConc,4,3,3,6,1400,1,0,125,1525,GasA,5,Y,SBrkr,1525,0,0,1,0,2,0,3,1,4,6,8,0,0,Attchd,2000,RFn,2,541,3,3,3,219,36,0,0,0,0,0,NoFence,NoMisc,0,September,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,6,FALSE,12.36734079
742,527212050,2504,325000,Dwelling_60,RL,77,11198,2,0,3,Lvl,4,Inside,3,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245,4,3,PConc,4,4,1,1,0,1,0,1122,1122,GasA,5,Y,SBrkr,1134,1370,0,0,0,2,1,4,1,5,11,8,1,4,BuiltIn,2005,Fin,3,656,3,3,3,144,39,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,1,TRUE,12.69158046
743,902201110,1328,129500,Dwelling_50,RM,50,6000,2,0,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,5,CBlock,3,3,1,4,384,1,0,384,768,GasA,3,Y,FuseA,768,560,0,0,0,1,1,3,1,3,6,8,0,0,Detchd,1950,Unf,1,308,3,3,3,0,12,0,0,0,0,0,MnPrv,NoMisc,0,March,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,1.5,1.5,39,TRUE,11.77143616
744,906201030,1732,178000,Dwelling_60,RL,77,9206,2,0,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,4,3,CBlock,4,3,1,1,0,1,0,741,741,GasA,3,Y,SBrkr,977,755,0,0,0,2,1,3,1,4,7,8,1,3,Attchd,1985,Fin,2,476,3,3,3,192,46,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2010,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,25,FALSE,12.08953883
745,535325130,1145,127000,Dwelling_80,RL,55,7700,2,0,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,4,3,1,4,271,1,0,30,301,GasA,5,Y,FuseA,1145,0,0,0,0,1,0,3,1,3,6,6,0,0,Detchd,1993,Unf,2,684,3,3,3,0,0,0,0,0,0,0,GdWo,NoMisc,0,September,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,2,Split,0,1,1,50,FALSE,11.75194237
746,533213040,1471,172500,Dwelling_160,FV,34,3230,2,2,4,Lvl,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894,3,3,PConc,4,3,1,6,381,1,0,348,729,GasA,4,Y,SBrkr,742,729,0,0,0,2,1,3,1,3,6,8,0,0,Detchd,1999,Unf,2,440,3,3,3,0,24,0,0,0,0,0,NoFence,NoMisc,0,March,Yr_2009,WD ,Normal,TRUE,FALSE,FALSE,2,Traditional,0,2.5,2.5,10,FALSE,12.05815252
747,527352150,2050,154000,Dwelling_60,RL,74,13250,2,0,3,Lvl,4,Inside,3,NWAmes,RRNn,Norm,1Fam,2Story,7,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,3,3,CBlock,4,3,1,1,0,1,0,832,832,GasA,3,Y,SBrkr,1154,896,0,0,0,2,1,4,1,4,8,8,1,3,Attchd,1978,RFn,2,529,3,3,3,192,192,0,0,0,0,0,NoFence,NoMisc,0,May,Yr_2009,WD ,Abnorml,FALSE,TRUE,FALSE,2,Traditional,0,2.5,2.5,31,FALSE,11.94470788
748,903226060,1672,164900,Dwelling_50,RM,50,6000,2,0,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,1,5,521,1,0,460,981,GasA,5,Y,SBrkr,1014,658,0,0,0,1,1,3,1,4,6,8,1,4,Detchd,1940,Unf,1,240,3,3,3,0,11,0,0,0,0,0,GdPrv,NoMisc,0,July,Yr_2008,WD ,Normal,FALSE,FALSE,FALSE,1.5,Traditional,0,1.5,1.5,19,TRUE,12.01309451
749,923227080,1404,160000,Dwelling_20,RL,83,13383,2,0,3,Lvl,4,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,176,3,3,CBlock,3,3,1,4,594,1,0,594,1188,GasA,5,Y,SBrkr,1404,0,0,0,0,2,0,3,1,3,7,8,1,1,Attchd,1969,Unf,2,504,3,3,3,0,16,0,0,0,0,0,NoFence,NoMisc,0,March,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,0,2,2,9,TRUE,11.98292909
750,907252060,2184,254750,Dwelling_60,RL,74,12334,2,0,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198,4,3,PConc,4,3,3,1,0,1,0,1068,1068,GasA,5,Y,SBrkr,1068,1116,0,0,0,2,1,4,1,4,8,8,1,4,BuiltIn,2003,RFn,2,570,3,3,3,192,132,0,0,0,0,0,NoFence,NoMisc,0,June,Yr_2009,WD ,Normal,FALSE,FALSE,FALSE,2,Traditional,0,2.5,2.5,6,FALSE,12.44803795
751,528102010,1980,315000,Dwelling_20,RL,129,16737,2,0,4,Lvl,4,FR3,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,66,4,3,PConc,5,3,3,6,1447,1,0,533,1980,GasA,5,Y,SBrkr,1980,0,0,1,0,2,0,3,1,5,8,8,1,4,Attchd,2004,Fin,3,770,3,3,3,194,45,0,0,0,0,0,NoFence,NoMisc,0,September,Yr_2006,WD ,Normal,FALSE,FALSE,FALSE,1,Traditional,1,2,3,1,TRUE,12.66032792
